episode,return_mean,collisions,steps,success
1,12.327455520629883,0,300,0
2,-2.729764461517334,0,300,0
3,-297.1087646484375,27,300,0
4,202.6614532470703,0,300,0
5,373.09515380859375,0,214,1
6,-22.423160552978516,0,300,0
7,146.5442657470703,0,300,0
8,-12.841861724853516,0,300,0
9,-22.822586059570312,0,300,0
10,-8.94942855834961,0,300,0
11,-14.8919038772583,0,300,0
12,-256.9849548339844,25,300,0
13,-88.03324890136719,3,300,0
14,-93.75054931640625,7,300,0
15,-43.1755485534668,3,300,0
16,-37.748878479003906,0,300,0
17,-27.961320877075195,0,300,0
18,203.77711486816406,0,300,0
19,246.5780029296875,0,300,0
20,231.61080932617188,0,300,0
21,-28.889507293701172,0,300,0
22,-24.541419982910156,0,300,0
23,211.1143035888672,0,300,0
24,-197.74623107910156,19,300,0
25,-102.00513458251953,8,300,0
26,191.88612365722656,6,300,0
27,-13.345110893249512,0,300,0
28,-15.068303108215332,0,300,0
29,180.13539123535156,0,300,0
30,-36.49586486816406,0,300,0
31,-2.854569435119629,0,300,0
32,-58.1978759765625,6,300,0
33,-26.067768096923828,0,300,0
34,201.07803344726562,0,300,0
35,113.10247039794922,7,300,0
36,173.85206604003906,0,300,0
37,-501.0762634277344,52,300,0
38,173.46621704101562,0,300,0
39,11.042640686035156,18,300,0
40,166.45535278320312,0,300,0
41,174.298583984375,0,300,0
42,-482.25714111328125,43,300,0
43,-807.15478515625,80,300,0
44,-1651.2978515625,161,300,0
45,216.07347106933594,0,300,0
46,-31.628582000732422,0,300,0
47,-55.20438766479492,7,300,0
48,-485.4706115722656,48,300,0
49,-62.09429931640625,6,300,0
50,127.54286193847656,9,300,0
51,-21.581754684448242,0,300,0
52,-126.27204132080078,14,300,0
53,-863.4205322265625,86,300,0
54,-16.766437530517578,0,300,0
55,-0.18973350524902344,0,300,0
56,208.74160766601562,0,300,0
57,183.18870544433594,0,300,0
58,199.61590576171875,0,300,0
59,-50.88900375366211,0,300,0
60,-11.979619026184082,0,300,0
61,337.99847412109375,0,99,1
62,-68.71322631835938,24,300,0
63,-3.124312162399292,0,300,0
64,56.99760437011719,14,300,0
65,148.8856658935547,3,300,0
66,-276.2447814941406,46,300,0
67,4.0931830406188965,0,300,0
68,224.2115478515625,0,300,0
69,62.325862884521484,16,300,0
70,-20.91487693786621,0,300,0
71,177.0454559326172,0,300,0
72,202.63414001464844,0,300,0
73,-245.7722930908203,28,300,0
74,-267.6250915527344,47,300,0
75,-247.2679443359375,23,300,0
76,-253.33798217773438,23,300,0
77,309.3880615234375,2,94,1
78,28.084814071655273,0,300,0
79,0.11252212524414062,0,300,0
80,29.090105056762695,0,300,0
81,199.10911560058594,0,300,0
82,189.79714965820312,0,300,0
83,-823.773193359375,100,300,0
84,-123.80145263671875,14,300,0
85,-688.8092651367188,67,300,0
86,-1216.7078857421875,122,300,0
87,129.148681640625,6,300,0
88,-397.323974609375,39,300,0
89,-6.092036724090576,0,300,0
90,175.2142791748047,0,300,0
91,-15.66611099243164,0,300,0
92,-0.20423126220703125,0,300,0
93,-15.173511505126953,0,300,0
94,203.31275939941406,0,300,0
95,-40.18572998046875,0,300,0
96,206.89820861816406,0,300,0
97,191.85830688476562,0,300,0
98,-28.9105167388916,2,300,0
99,-164.88702392578125,41,300,0
100,193.42564392089844,0,300,0
101,-6.079229354858398,0,300,0
102,-26.026260375976562,0,300,0
103,19.104278564453125,0,300,0
104,-30.871129989624023,0,300,0
105,193.5808868408203,0,300,0
106,210.83375549316406,0,300,0
107,243.83038330078125,0,300,0
108,180.7154998779297,0,300,0
109,195.08062744140625,4,300,0
110,52.92103576660156,13,300,0
111,-4.115860939025879,0,300,0
112,193.40377807617188,0,300,0
113,-63.549991607666016,10,300,0
114,-0.5392642021179199,0,300,0
115,-21.84366226196289,0,300,0
116,-7.495461940765381,2,300,0
117,-339.97222900390625,53,300,0
118,-11.225870132446289,2,300,0
119,7.051379680633545,1,300,0
120,-172.78057861328125,16,300,0
121,133.85450744628906,7,300,0
122,-125.73402404785156,49,194,1
123,48.51543426513672,17,300,0
124,211.8135223388672,0,300,0
125,80.88395690917969,16,300,0
126,18.85600471496582,0,300,0
127,-230.517822265625,22,300,0
128,391.07794189453125,0,289,1
129,23.661746978759766,0,300,0
130,-602.0703125,57,300,0
131,122.13706970214844,10,300,0
132,318.833984375,5,265,1
133,198.26771545410156,0,300,0
134,-70.43992614746094,29,300,0
135,367.93670654296875,0,273,1
136,0.18369245529174805,0,300,0
137,196.96421813964844,0,300,0
138,347.37750244140625,0,199,1
139,6.517755508422852,0,300,0
140,-626.1929321289062,62,300,0
141,45.81292724609375,14,300,0
142,-0.15503692626953125,0,300,0
143,213.92059326171875,12,76,1
144,206.73306274414062,0,300,0
145,181.54713439941406,0,300,0
146,167.38075256347656,7,300,0
147,-3.526179790496826,0,300,0
148,177.806884765625,0,300,0
149,149.3162841796875,4,300,0
150,-53.103515625,24,300,0
151,68.53536987304688,14,300,0
152,-628.5517578125,66,300,0
153,231.76182556152344,0,300,0
154,-106.590087890625,12,300,0
155,244.31124877929688,12,129,1
156,9.010765075683594,0,300,0
157,181.38742065429688,0,300,0
158,188.62496948242188,0,300,0
159,-251.06297302246094,41,300,0
160,188.42984008789062,0,300,0
161,201.47055053710938,0,300,0
162,-42.42009735107422,4,300,0
163,162.0830535888672,0,300,0
164,157.22760009765625,5,300,0
165,247.69955444335938,0,300,0
166,218.5124969482422,0,300,0
167,8.409524917602539,0,300,0
168,325.82745361328125,0,133,1
169,28.07250213623047,0,300,0
170,239.12973022460938,0,300,0
171,195.78822326660156,0,300,0
172,31.57831573486328,0,300,0
173,353.1546936035156,0,149,1
174,167.8325653076172,0,300,0
175,220.13070678710938,0,300,0
176,-341.1024475097656,53,300,0
177,196.5041046142578,0,300,0
178,25.61823272705078,0,300,0
179,-112.04573059082031,11,300,0
180,-4.280428886413574,0,300,0
181,193.9007110595703,0,300,0
182,174.5714569091797,0,300,0
183,342.51715087890625,0,200,1
184,49.62676239013672,17,300,0
185,35.754024505615234,0,300,0
186,199.68255615234375,0,300,0
187,102.16732025146484,27,123,1
188,221.50384521484375,0,300,0
189,87.14830780029297,10,300,0
190,184.4852294921875,0,300,0
191,-187.40505981445312,20,300,0
192,-4.241824150085449,0,300,0
193,13.53532600402832,0,300,0
194,213.42831420898438,0,300,0
195,175.18008422851562,0,300,0
196,3.645771026611328,0,300,0
197,155.83193969726562,0,300,0
198,-40.54794692993164,5,300,0
199,13.444890975952148,0,300,0
200,-149.51113891601562,15,300,0
201,207.0289306640625,0,300,0
202,34.2747802734375,0,300,0
203,198.2779541015625,1,300,0
204,353.5728759765625,0,120,1
205,221.74642944335938,0,300,0
206,-266.8173828125,30,300,0
207,-933.4722900390625,94,300,0
208,168.89895629882812,0,300,0
209,21.979795455932617,0,300,0
210,28.595197677612305,0,300,0
211,-74.1165542602539,11,300,0
